,link,text,author_name,screen_name,ohi
151367,https://twitter.com/kttrombone/status/1616183916129562624,"How can you begin to trust a pedophile, Rothschild, Nazi? https://t.co/lMIGFupc6e",Tree Of Liberty,kttrombone,0.990216136
90513,https://twitter.com/openthebooksaus/status/1620061130285813760,@Theblackfemini3 The fake joos at the RBA and in Victoria controlling everything should watch out,GlamisTheHelperMouse 🐭,openthebooksaus,0.99014014
113276,https://twitter.com/bennyjohnson/status/1618272419579592704,"George Soros' dark plot EXPOSED— They don't want you to watch this.

 https://t.co/S7kCld94oT",Benny Johnson,bennyjohnson,0.98998636
90598,https://twitter.com/openthebooksaus/status/1619463106396327936,@JJKALE2 No. It would be ruled by Khazarian fake joo satanists,GlamisTheHelperMouse 🐭,openthebooksaus,0.98998636
129847,https://twitter.com/AMHouston5/status/1616080591232942080,@Prolotario1 These are the Evil Khazarian Jewish.  They aren't jews as Jesus was they are fake jews and do any and everything to keep people divided by race.  They hate white people they hate black people they only like other jews.,FAITH_HOPE_LOVE,AMHouston5,0.989591658
90618,https://twitter.com/openthebooksaus/status/1619313989405777920,@deity_earth @SenatorWong Let’s tell the truth that the Bolsheviks were Jewish converts.,GlamisTheHelperMouse 🐭,openthebooksaus,0.989409089
151163,https://twitter.com/kttrombone/status/1619021718710013952,"You'll have nothing and be happy, says the Rothchild, Nazi baby! https://t.co/9P46iu7wXf",Tree Of Liberty,kttrombone,0.989388525
55598,https://twitter.com/SpiritServicesL/status/1620435590838915072,SOTN: Khazarians Concocting World War 3 https://t.co/fbeq6yLdQv via @veteranstoday,"Divine Sophia, M.Msc. 🇺🇸🌍💫",SpiritServicesL,0.989285529
151127,https://twitter.com/kttrombone/status/1619721634222587904,"Klaus is obviously the result of a filthy rich Rothschild, and a murdering psycho Nazi! https://t.co/LSECrbMe9F",Tree Of Liberty,kttrombone,0.989097595
53982,https://twitter.com/D_A_G_Chaos/status/1616869425759805440,"@daraklyde @AhComfy @BucketGallon Uke's are unfortunately weak and rather stupid [it seems]

... all they had to do is pump the gas, abide by Minsk ... and none of this would have happened

... but ZOG had different ideas ... and so 200,000+ dead White Ukes ... dead for no good purpose ... and Rus wins",Niccolò🦎📜☢️🔴,D_A_G_Chaos,0.989034295
157883,https://twitter.com/DMashak/status/1618126551152738304,"The ultimate end goals the Rothschild family has sought through Social Darwinism, since at least 1900, is a New World Order under One World Government.",Don Mashak,DMashak,0.988820374
230712,https://twitter.com/ResistAgenda21/status/1620475360411521024,"@CBS_Herridge @CBSNews But don’t mention the covert war on police agenda the federal govt, &amp; Soros owned “elected” officials have been fueling for decades. Which has led many to quit/retire. 

This is all to get the public to accept 🔺their🔺 replacement, which is mass surveillance &amp; super solider cops",pronouns: freedom/liberty,ResistAgenda21,0.988798797
90614,https://twitter.com/openthebooksaus/status/1619316721327968256,@LindaBurneyMP Linda are you drunk? So you are setting up a Star Chamber. Go on admit it. We also know that the Khazarian joos are behind the land councils. A big fat LANd GRAB,GlamisTheHelperMouse 🐭,openthebooksaus,0.988690078
90651,https://twitter.com/openthebooksaus/status/1619069336857214976,@katiebecker16 @PatsKarvelas @NeosKosmos They are all Sabbatean jooish communists,GlamisTheHelperMouse 🐭,openthebooksaus,0.988602459
39190,https://twitter.com/SelbJim/status/1617180515458551808,@RosenbloomPaula The Rothschild are very controlling. This makes perfect sense. Blackmail is a powerful weapon.,MN-Jim,SelbJim,0.988580406
151226,https://twitter.com/kttrombone/status/1618457230889869312,@goddeketal @Project_Veritas MSM is 100% worthless and bought and paid for by gates and the old saggy eyes soros.,Tree Of Liberty,kttrombone,0.988312781
167908,https://twitter.com/Therese38538165/status/1617157047673589760,@Originalmateo @davidhogg111 The question should be..why did people like the Bush family and the Jewish bankers fund both sides in ww2..if they cared so much,therese,Therese38538165,0.988290191
91170,https://twitter.com/openthebooksaus/status/1616786814320377856,@lightbulb001 @patrickbasedmn @nswpolice Remember do not criticise the Khazarian joos.,GlamisTheHelperMouse 🐭,openthebooksaus,0.987969518
90595,https://twitter.com/openthebooksaus/status/1619466473738735616,@OzraeliAvi Peace will come when the truth about the Khazarians is known by everybody,GlamisTheHelperMouse 🐭,openthebooksaus,0.987922966
40915,https://twitter.com/Babbit13/status/1618375817167540224,"Illinois ""fighting back"" after judge blocks gun control law https://t.co/FivC0QVEfV #SecondAmendment #ComeAndTakeIt #SorosBacked",Babbit13,Babbit13,0.987663925
92318,https://twitter.com/PITA444/status/1619734183093633024,"@WarClandestine @nbc @CNN @washingtonpost @nytimes @NPR @rothschildmd Wow, that gene pool is getting thin with the Rothschild's. Maybe they'll incest themselves out of existence.",❌PITA444❌,PITA444,0.987640083
126668,https://twitter.com/TurtleSueP/status/1616916830022508544,"Soros should be labeled a terrorist. He has said he wants to destroy America. Frankly, he’s doing a pretty damn good job of it. Hate this man and his son too. https://t.co/3kf52vEqy8",SueP,TurtleSueP,0.987472117
90533,https://twitter.com/openthebooksaus/status/1620033246968020992,@RonFilipkowski De Santos is backed by the Khazarian joos,GlamisTheHelperMouse 🐭,openthebooksaus,0.987326205
242376,https://twitter.com/KYCE54/status/1620627606487072768,@jordanbpeterson @mtracey How did Jordan Peterson go from Being a strong male role Model or a bought out fake Zionist shill?! Or was he always fake and we just didn’t know.,K. PharmD,KYCE54,0.987252772
91249,https://twitter.com/openthebooksaus/status/1616698497780305920,@WokeTemple Notice how they are always Bolshevik fake joos.,GlamisTheHelperMouse 🐭,openthebooksaus,0.987178802
40887,https://twitter.com/Babbit13/status/1619160131480211456,#FalseFlag #Diversion #JoeBiden #Treason #EyeOnPrize #WakeUpAmerica #AntiFascist #CabalFunded #Soros #TakingBackAmerica #NationalGuard = #ThankYouProjectVeritas https://t.co/5PhyrRLh1z,Babbit13,Babbit13,0.987154067
152894,https://twitter.com/Cernovich/status/1617581994334121984,Army Vet's Life Ruined By Soros-Backed DA On Bogus Murder Charge https://t.co/zp9ddF2HoP,Cernovich,Cernovich,0.987104416
90881,https://twitter.com/openthebooksaus/status/1618065006846955520,@SarcasmStardust She means the Khazarian fake Jews obviously. The same ones who are behind the demise of the Australian aborigines too,GlamisTheHelperMouse 🐭,openthebooksaus,0.986904025
116230,https://twitter.com/SCcoast_agent/status/1617365173638991872,"@RepKClark Of course your confident in the legal system because #Democrats and #Soros
 OWN it! 
So, your SON won't be charged! 
While innocent #J6 Patriots rot in jail for over 2 years! 😠",2MinutesToMidnight,SCcoast_agent,0.986802638
117246,https://twitter.com/crackaco1a/status/1616579860876660736,"@elonmusk @DavidSacks They want war with Russia and Iran.  It's blatant.  Anyone without a Rothschild central bank gets the wooden spoon.  They've gone right down the list.  Go watch that move ""W."" again.",🗝,crackaco1a,0.986674845
178958,https://twitter.com/FluentAsFluck/status/1619141252192284672,@HansMahncke Democrat Party  Exposed George Soros and his Globalist agenda to destabilize the world.. That's why illegitimate Biden admin sanctioned them ..,🇺🇸 Defiant 🇨🇦,FluentAsFluck,0.986493826
200600,https://twitter.com/Loveourworld2/status/1616169898454958080,"@Mikhai93 @ProfBattschitt @ukraineFTW69 @GZubaty @Kenneth64340458 @COUPSURE It's not nuclear blackmail. You really don't know shit do you Miguel. Let me go over it for you. Soro/obama were attacking civilians in Donbass, they overthrew the elected president. They installed the NAZI Zelensky. They broke the Minsk agree over &amp; over. They are the aggressors",Mark Hopper,Loveourworld2,0.986389458
157756,https://twitter.com/DMashak/status/1620425819842830336,"@TreatHunterDog @Christ0pherR4y @OGApe12 @1961mcruzer @lightfighter24 @PIB8buoy2021 @medwoman1 @ShayCormac_1 @Tactical_review @JCA_BelAir @djt_patriot @KuchiTetrapod @Cointuckeywind1 @Shinedown1911 @LadyOfTheOcean1 @newsjunky2 @gopisdirty @FemmeVoilet @Derlosviper @Wanderinglord @Texas3Talon @ZWV134 @molonlabe642 @Flattielover @Blowitoutyourd1 @Dont_BIame_Me @Bigteethyouhave @MistressRedWasp @GG_MacM13 @hil_81 @BK_McCallum @dysinger @AnnoyedTaurus @KoaCalifornia @GunfighterSpock @NPC_Dale @sacrebleu141 @TimothyTobias2 @Zephyr21848384 @louisanamom @Robfortner6 @SweetieWalker @JackWhoElse @PeckerWoodBoy @livefreeordeb @MarcusDAurelius @MegaManX1984 @TwoSides1Truth @kmfisher01 @ninoboxer If you Go back to my timeline, you will see I repeatedly say Soros and Rothschilds are bad men who just happened to be Jewish. Rockefeller is not Jewish. These are the three Rich old white guys who are causing all the chaos in the world. #Politics #MAGA #BlueDog #2A #Conservative https://t.co/8hRYfganK9",Don Mashak,DMashak,0.986336887
91028,https://twitter.com/openthebooksaus/status/1617244850507907072,@marlene_duhaney @RepAdamSchiff Yes bc like NZ and Australia you need false flags to disarm the population. You lot are evil. So how many do the Khazarian fake joos plan to murder this time?,GlamisTheHelperMouse 🐭,openthebooksaus,0.986284137
156624,https://twitter.com/iheartmindy/status/1619769598823501824,"Here’s your reminder that George Soros and our corrupt Congress took over Ukraine in 2014 to install a puppet regime to launder our tax money through shell companies and their unqualified relatives.

*THIS* is why they care more about protecting their borders than ours. ✌🏻 https://t.co/zR0OuyC1Dh",Mindy Robinson 🇺🇸,iheartmindy,0.986097932
175226,https://twitter.com/nightjuicegames/status/1619374829353959424,@3sidedstory @JoJoMarks4 Oh look the Soros funded white liberals trying to cause a race war imagine that.,nightjuice,nightjuicegames,0.986071169
91351,https://twitter.com/openthebooksaus/status/1616540433802498048,@healthbyjames Another Khazarian fake joo psychopath,GlamisTheHelperMouse 🐭,openthebooksaus,0.985552132
174702,https://twitter.com/VerseCannon/status/1620322585887277056,"@awakenindiamov Sadhguru is a bosom buddy of Rothschilds related #KlausSchwab and endorses and supports his globalist #DepopulationAgenda. 

#WEFpuppet 
#wef23
#WEF https://t.co/MIPpyjiyXh",Countess Myo-Carditis ❌VerseCannon❌💄,VerseCannon,0.985524356
148656,https://twitter.com/MacBegbie/status/1617608353118842880,"@RepJeffries Most Dem run cities are anything but civilised. Your Soros-sponsored, Democrat-voting DAs took care of that. 🤡",Begbie,MacBegbie,0.985299706
90588,https://twitter.com/openthebooksaus/status/1619528728027230208,@mtaibbi Why are so many Jews communists? Can anyone explain?,GlamisTheHelperMouse 🐭,openthebooksaus,0.984825552
190849,https://twitter.com/zfg_007/status/1617640337895456768,@nelsonepega This is George Soros plan. Fund democrats shady DA's etc for out of control crime and gun violence to come after America's constitutional 2A. Democrats have a serious crime problem and it's intentional. Your not getting our 2A period and gun laws don't work clearly.,ZFG,zfg_007,0.98445636
147100,https://twitter.com/crusader4US/status/1617200655227289600,Soros - Dominion Systems - Kemp https://t.co/uxomfVXNVt,Crusader4US,crusader4US,0.98444134
92769,https://twitter.com/jerwesam/status/1617188979727814656,@AzJase70 @AdamSchiff Alexander Soros... Just so you know who is really controlling these political puppets...,BiG O 🚫🦏💩,jerwesam,0.984321237
170039,https://twitter.com/bhollars71/status/1617749761775529984,Soros puppet girl https://t.co/AlYOqWq18V,Bobbi Jo🌟🌟🌟,bhollars71,0.984215438
168574,https://twitter.com/vliving2020/status/1617157287596163072,"@AntonioSabatoJr Soros, Gates, are proven murderers and enemies of humanity worldwide. Their fellow WEF and NWO elitists are guilty also.",Apple,vliving2020,0.984154582
32732,https://twitter.com/xtrabiggg/status/1618261317034594304,"Anyone not clear on how deep the 🤡s are embedded in #Ukraine should read this thread by @I_Katchanovski. 

I was censored on Socisl Media way back in 2014 for positing that the #Soros-funded #ColorRevolution was simply another 🤡 Op to overthrow an elected govt. (It worked). https://t.co/x7Hbja7esD",xťřåbíğģğ *Not Valid In Some States,xtrabiggg,0.984001637
121271,https://twitter.com/1irishrover/status/1620515602765848576,"@simonateba @chicagosmayor Light foot is dancing because the city of Chicago is crumbling as directed by George Soros which is why she’s the mayor. Follow in destroying the city and your off shore bank account will be filled with cash, disobey and you",1IrishRover,1irishrover,0.983862698
227569,https://twitter.com/dgtlsldr17/status/1619381236547620864,@gatewaypundit Another soros shill.,The Ghost of M,dgtlsldr17,0.983816087
115607,https://twitter.com/seandulac/status/1618133084981039104,"@apocalypseos @KimDotcom Yesum.  If by ""US Empire"" you mean banking families from Khazar blood lines that have control over Washington DC.

Khazar &gt; Germany &gt; UK &gt; USA

""Anglo-Khazar Cabal from Caucasus Mountains""",Sean Paul 🖥️,seandulac,0.982823253
63256,https://twitter.com/Atlantiso1/status/1617615222126280704,"@RealMarkKennedy He does what the Jewish Lobby tells him to do. As much as these pompous asses proclaim ""diversity"", they all pack into their own little societies where there is none. Most are led by Yale Alumni who were in secret societies. Its not the Masons you should fear. JFK warned us.",Linda,Atlantiso1,0.982690871
151269,https://twitter.com/kttrombone/status/1618057544467124224,Yes arrest Soros before the old lizard dies https://t.co/xVrFvejNUH,Tree Of Liberty,kttrombone,0.982641041
90769,https://twitter.com/openthebooksaus/status/1618494738406981632,@Trollstoy88 Well the Khazarian fake Hoos financed both sides,GlamisTheHelperMouse 🐭,openthebooksaus,0.982372463
161077,https://twitter.com/Richard03083819/status/1619320389360054272,1007% fact!!  The Khazarians are the enemy there and everywhere !! https://t.co/IjJ1VGR5NU,Connaught DNA,Richard03083819,0.982185423
90908,https://twitter.com/openthebooksaus/status/1618013172316925952,@RobertCawood2 he is just doing what his Khazarian handlers tell him,GlamisTheHelperMouse 🐭,openthebooksaus,0.981961906
90968,https://twitter.com/openthebooksaus/status/1617504387370455040,@AntsyNegs @rachelrwithers @GrogsGamut @RNBreakfast Why are you so desperate to have the Walls of Jericho come down lol. You want to be second class? Or are you a Khazarian fake joo so you think you are fulfilling destiny? Plonker,GlamisTheHelperMouse 🐭,openthebooksaus,0.981718183
144711,https://twitter.com/variand1234/status/1617482078190276608,@Todd_Peterson_1 ANTIFA doesn’t exist. It’s an organic movement funded by George Soros,David Varian,variand1234,0.981524408
157882,https://twitter.com/DMashak/status/1618126551907704832,"Rothschilds front men Rockefeller, JP Morgan and Warburg founded the US Council on Foreign Relations in 1921 (https://t.co/twA9MQO1TW) for the purposes of advancing the realization of those end goals”.",Don Mashak,DMashak,0.981310725
91363,https://twitter.com/openthebooksaus/status/1616312293440237568,@RonFilipkowski You are a fake Khazarian joo. What wouid you know? Teach the Bolshevik Revolution,GlamisTheHelperMouse 🐭,openthebooksaus,0.981094599
190846,https://twitter.com/zfg_007/status/1617648464816640000,"@Todd_Peterson_1 @RepJeffries Democrats out of control crime and releasing hardened criminals is all by design to take our constitutional rights to 2A and it's funded by George Soros. 
#ShallNotBeInfringed",ZFG,zfg_007,0.980985582
151256,https://twitter.com/kttrombone/status/1618240586800336896,They're all owned by soros and gates. https://t.co/kzsJ3I2fPj,Tree Of Liberty,kttrombone,0.980967343
39447,https://twitter.com/DebbieAAldrich/status/1616824239419686912,"Why election transparency is important!  MSM Soros other outside influences took over our sacred elections where facts were squashed!  Reality bites!

Senate Democrats support full investigation into Biden document scandal: 'Irresponsible and disturbing'

https://t.co/XjCfMp2FdG",Debbie Aldrich 🇺🇸,DebbieAAldrich,0.980894268
142003,https://twitter.com/ladylibation/status/1618335042912268288,"@IlhanMN How is that
Defund police
Lenient sentences
Empty prisons
End ICE
Open Borders
Soros backed DAs 
working out?",shepp,ladylibation,0.980894268
132274,https://twitter.com/Patriot31/status/1617566499690123264,@mikedav14049206 Spawn of Soros,🇺🇸🇺🇸Patriot Girl 🇺🇸🇺🇸 Ultra MAGA,Patriot31,0.980784178
100207,https://twitter.com/PowellBuckeye/status/1620130742566256640,"@2024Tump Yep, owned by the same puppet masters - Blackrock and Vanguard (Rothchilds et al.) https://t.co/M6LGkZu0u5",OHIO RED 🇺🇸,PowellBuckeye,0.980728805
91093,https://twitter.com/openthebooksaus/status/1616952233626832896,@ZelenskyyUa Isn’t that what the Khazarian fake joos did during the Holodomor?,GlamisTheHelperMouse 🐭,openthebooksaus,0.98069191
102745,https://twitter.com/deadmauz/status/1620286580970909696,"""the reason why all of our tax dollars are in Ukraine, is because Ukraine is a Deep State proxy, controlled by the ruling families of the DNC/Soros."" https://t.co/COkHRqndko",Bernard Goetz,deadmauz,0.980599284
90500,https://twitter.com/openthebooksaus/status/1620180245101035520,@RonFilipkowski Legal bills to fight off Khazarian fake joos,GlamisTheHelperMouse 🐭,openthebooksaus,0.980337381
95277,https://twitter.com/Bethslone112/status/1616211141339783168,She’s bought &amp; paid by Soros… https://t.co/Ooh56TUCi4,Beth slone,Bethslone112,0.980205238
88806,https://twitter.com/Tamaralynn212/status/1618907407232700416,@ikgeefnooitop @Eric_ErMedia Obama and Soros agenda.,tamara,Tamaralynn212,0.980129302
57224,https://twitter.com/Skylark57/status/1616926586414170112,The Soros-Backed Prosecutor Suspended by DeSantis Lashes Out at Florida Governor After Losing Bid to Get Job Back (VIDEO) via @gatewaypundit https://t.co/iku0l7pNnv,❌ LeonidasOfSparta ❌ 🇺🇸 🇮🇱,Skylark57,0.980033994
95749,https://twitter.com/WyattMemeBombs/status/1616235814735806464,@LegendaryEnergy That dudes been controlled his whole career. Now he's lashing out at the Zionists who controlled him and the new Zionists who want to control him.,ClownWorldResident,WyattMemeBombs,0.979745328
167674,https://twitter.com/Therese38538165/status/1618989893811843072,@NoLieWithBTC Wondering who funded both sides of the war..that be the bankers..like the rothchields...bushes...who sided with the nazi...that be soros...and schwab...whats wrong with that picture?,therese,Therese38538165,0.979667664
38591,https://twitter.com/me_think_free/status/1617271686709268480,How is it that nobody can stop Soros?,Satoshi Smith 🎯,me_think_free,0.97957015
109918,https://twitter.com/stranahan/status/1616225795227410432,"Amazing Stroy but not shocking, given the intellect of most “Ukraine supporters” while the government was put in place by the Soros and USA/UK, and so does not represent the interests of most Ukrainia citizens.

Soros was recruited by the CIA to get involved in Ukraine. https://t.co/BQL459ozUU",Lee Stranahan 🇷🇺,stranahan,0.9795506
234172,https://twitter.com/LiberalCorrupt/status/1617923387879493632,"The Soros DemMedia proving how insignificant they have become!  THANK GOD FOR THE NEW MEDIA

@wxyzdetroit @fox2news @DevinScillian 

Broadcast networks are covering up the arrest of House Minority Whip's nonbinary child for assaulting a police officer. https://t.co/mxj62vqc8O",The Liberal Media is Corrupt,LiberalCorrupt,0.97947216
157772,https://twitter.com/DMashak/status/1620316139665641472,"@1961mcruzer @Christ0pherR4y @lightfighter24 @PIB8buoy2021 @medwoman1 @TreatHunterDog @ShayCormac_1 @Tactical_review @JCA_BelAir @djt_patriot @KuchiTetrapod @Cointuckeywind1 @Shinedown1911 @LadyOfTheOcean1 @newsjunky2 @gopisdirty @FemmeVoilet @OGApe12 @Derlosviper @Wanderinglord @Texas3Talon @ZWV134 @molonlabe642 @Flattielover @Blowitoutyourd1 @Dont_BIame_Me @Bigteethyouhave @MistressRedWasp @GG_MacM13 @hil_81 @BK_McCallum @dysinger @AnnoyedTaurus @KoaCalifornia @GunfighterSpock @NPC_Dale @sacrebleu141 @TimothyTobias2 @Zephyr21848384 @louisanamom @Robfortner6 @SweetieWalker @JackWhoElse @PeckerWoodBoy @livefreeordeb @MarcusDAurelius @MegaManX1984 @TwoSides1Truth @kmfisher01 @AmyMek Are you so blind,or are checks from #Soros so big,that you can't realize that #Progressives control both major parties, and the two parties just perform political theater to distract divide and conquer the masses?#Politics #MAGA #BlueDog #2A #Conservative #GOP #Military #College https://t.co/7dYpw6RMBD",Don Mashak,DMashak,0.979314566
152014,https://twitter.com/patriciasunvale/status/1620021272058146816,@davidsacks ? The Setup And How Antony Blinken’s Family Connections To George Soros Sent Russia To War In Ukraine - The American Report https://t.co/lPgZvZKYvL,p,patriciasunvale,0.979155719
157789,https://twitter.com/DMashak/status/1620292124041445376,"You appear to be a #Soros paid Progressive #Globalist shill. #Español #中文 VECTORS OF ATTACK UNDER THE PROGRESSIVE GRADUALISM PARADIGM OF WARFARE  https://t.co/u2C9qCAfyw

#Politics #MAGA #2A #Conservative #GOP #Military #Millennials #GenZ #Teen #HighSchool #College #Democrat https://t.co/GigZ682z0q https://t.co/YcpNtjAlQZ",Don Mashak,DMashak,0.979115784
244072,https://twitter.com/SaurezBo/status/1616897644856483840,@nathaliejacoby1 Satanist/Globalist - The Bidens/Clintons/Soro/Obama of the world,Bo Suarez,SaurezBo,0.978874862
91269,https://twitter.com/openthebooksaus/status/1616688769197039616,@RepMTG They serve the Khazarian mafia.,GlamisTheHelperMouse 🐭,openthebooksaus,0.978030741
177079,https://twitter.com/marzhanel/status/1616993789524209664,"@catranchdream The Rothschild's are so nice...
They wanted to make sure we had test kits.  

Isn't that special.",Marsha Elam,marzhanel,0.97800976
90664,https://twitter.com/openthebooksaus/status/1619060982588018688,@J1m1B0t @AlboMP You know the sad thing. Another genocide was being planned for us. And guess who was behind the “camps”. Follow the money.  People know that much history has been falsified. Including who the Khazarians are,GlamisTheHelperMouse 🐭,openthebooksaus,0.977671266
147001,https://twitter.com/crusader4US/status/1618732126081540096,Still a paid shill for Soros? You didn't come up with this on your own! https://t.co/K8OiUaPzTY,Crusader4US,crusader4US,0.977370739
238366,https://twitter.com/james960909/status/1618804048639164416,Soros owns Maricopa Cty Arizona.   Paid off McCain years ago. https://t.co/EDlvP0BBRO,james johnson,james960909,0.977262557
95383,https://twitter.com/WyattMemeBombs/status/1619848775627046912,@JoshuaEberly1 You can't talk about shit like this without repercussions you filthy goyim... https://t.co/TNxkES8ZyY,ClownWorldResident,WyattMemeBombs,0.977088332
90617,https://twitter.com/openthebooksaus/status/1619314149183623168,@JJKALE2 @SenatorWong Bc Mossad controls this country,GlamisTheHelperMouse 🐭,openthebooksaus,0.977066457
77282,https://twitter.com/GintheLou/status/1618749964926222336,@usnesti @TheCharlesDowns They are emboldened by the lack of accountability in liberal cities. Soros DA’s secretly cheer this behavior.,G in the Lou $8,GintheLou,0.977044523
65485,https://twitter.com/LelandFreeman/status/1619392282066833408,@JaredDVMUT @Mayhawwoman @constanceahath @ScottPresler @LPNational Problem is the Soros funded anarchists took over a decade ago and the 2016 platform was a JOKE,Leland Freeman,LelandFreeman,0.97673583
128019,https://twitter.com/Laurenajr/status/1617346678347993088,"@DC_Draino I am so sorry for him.  Until people stop voting for George Soros (who hates America) candidate, this will continue.",Lajr,Laurenajr,0.975831568
12013,https://twitter.com/TrumpFL/status/1617941710960742400,"@jamie_raskin Sit down you corrupt clown!! Women and men should not murder innocent babies, everyone has the right to vote already and we don't have a democracy (mob rule) yet, we are still a Constitutional Republic! When you stop allowing Soros, Zuckerberg, Gates to pour unlimited funds, yeah",Fact Checker,TrumpFL,0.975808501
47068,https://twitter.com/LexieLu1961/status/1619563791951478784,@dom_lucre Soros funded.,Peggy Sue,LexieLu1961,0.975785434
143792,https://twitter.com/grandsoba/status/1619740133338787840,"92 year old Soros running the show? It could help explain the shit show that we are living under.
https://t.co/7rw6k3eB6m",Grandsoba,grandsoba,0.975669801
117508,https://twitter.com/ListenUpSheep/status/1619153771719954432,"@AnotherCat6 @BryanG51042757 Guess you never heard of the Hitler youth brigade

Soros sold his own people into internment camps when he was 10yo

How do you think Soros got his money to start?

You are out of your league my friend

Go back to sleep, enjoy the matrix",Listen Up Sheep,ListenUpSheep,0.975530386
112741,https://twitter.com/HRC4Prison/status/1616599146785378304,"Clinton tentacles 🦑 still destroying the globe…

Soros not far behind this government-private corporate partnership 

…aka fascism… https://t.co/P69xP08WgN https://t.co/f9gfDpzMqO",Hillary for Prison,HRC4Prison,0.975366592
90704,https://twitter.com/openthebooksaus/status/1618802381390778368,@tanya_plibersek We also must never forget that the Bolsheviks murdered hundreds of millions and many moved to the west and Israel and some Nazis and Bolsheviks control our government,GlamisTheHelperMouse 🐭,openthebooksaus,0.975366592
18105,https://twitter.com/Cyb3rTr1/status/1616741641213149184,@its_the_Dr It's transmental. For sure. Rothschild affiliate.,DJ Siph3r,Cyb3rTr1,0.975319624
